Title,Manufacturer,Amps,Voltage,Max. Voltage,Enclosure,Description,Link
20 Amp 1 Pole Circuit Breaker Q120,GTE,20 amps,120/240 volts,,,Model  Q120   Used   20 amps   Q   1   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-q120-7
20 Amp 1 Pole Circuit Breaker TQL120,GE,20 amps,120/240 volts,,,Model  TQL120   UNITED STATES   Used   20 amps   1   Bolt-On   120/240 volts   3-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-e11592-c
30 Amp 2 Pole Circuit Breaker Q230,SIEMENS,30 amps,120/240 volts,,,Model  Q230   MEXICO   Used   30 amps   QP   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-q230-3
25 Amp 2 Pole Circuit Breaker Q225,SIEMENS,25 amps,120/240 volts,,,Model  Q225   MEXICO   Used   25 amps   QP   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/25-amp-2-pole-circuit-breaker-q225
15 Amp 2 Pole Circuit Breaker QOB215,SQUARE D,15 amps,120/240 volts,,,Model  QOB215   MEXICO   Used   15 amps   QOB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 22 kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-qob215-1
15 Amp 2 Pole Circuit Breaker BA215,WESTINGHOUSE,15 amps,120/240 volts,,,Model  BA215   UNITED STATES   Used   15 amps   BA   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-ba215-5
15 Amp 2 Pole Circuit Breaker BR215,BRYANT,10 amps,120/240 volts,,,Model  BR215   Used   10 amps   BR   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-br215-8
20 Amp 2 Pole Circuit Breaker THQP220,GENERAL ELECTRIC,20 amps,120/240 volts,,,Model  THQP220   UNITED STATES   Used   20 amps   THQP   2   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-thqp220-1
20 Amp 1 Pole Circuit Breaker FY120,SQUARE D,20 amps,,,,Model  FY120   UNITED STATES   Used   20 amps   1   Plug-In   Single-phase  Voltage: 277V,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-fy14020b
30 Amp 1 Pole Circuit Breaker BL130,SIEMENS,30 amps,120/240 volts,,,Model  BL130   MEXICO   Used   30 amps   1   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker-b130-1
20 Amp 2 Pole Circuit Breaker QOB220,SQUARE D,20 amps,120/240 volts,,,Model  QOB220   MEXICO   Used   20 amps   QOB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-qob220-2
20 Amp 1 Pole Circuit Breaker TEB111020,GENERAL ELECTRIC,20 amps,120 volts,,,Model  TEB111020   UNITED STATES   Used   20 amps   TEB   1   Bolt-On   120 volts   Single-phase  Interrupting Capacity: 10kA at 120V,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-teb111020-1
20 Amp 1 Pole Circuit Breaker TEY120,GENERAL ELECTRIC,20 amps,120 volts,,,Model  TEY120   UNITED STATES   Used   20 amps   TEY   1   Bolt-On   120 volts   Single-phase   Interrupting Capacity:  65kA at 120V 14kA at 277V,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-tey120-4
20 Amp 1 Pole Circuit Breaker THQL120,GENERAL ELECTRIC,20 amps,120/240 volts,,,Model  THQL120   Used   20 amps   THQL   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-thql120-1
20 Amp 2 Pole Circuit Breaker QO220,SQUARE D,20 amps,120/240 volts,,,Model  QO220   Used   20 amps   QO   2   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-qo220-5
20 Amp 1 Pole Circuit Breaker THQB120,GE,20 amps,120/240 volts,,,Model  THQB120   Used   20 amps   THQL   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-thql120-2
20 Amp 1 Pole Circuit Breaker EHD1020,WESTINGHOUSE,20 amps,,,,Model  EHD1020   Used   20 amps   C   1   Bolt-On   Single-phase   Voltage: 277V Interrupting Capacity: 14kA at 277V,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-ehd1020
20 Amp 1 Pole Circuit Breaker QOB120,SQUARE D,20 amps,120/240 volts,,,Model  QOB120   UNITED STATES   Used   20 amps   QOB   1   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-qob120-3
20 Amp 1 Pole Circuit Breaker BA120,CUTLER-HAMMER,20 amps,120/240 volts,,,Model  BA120   Used   20 amps   BA   1   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-ba120-2
20 Amp 1 Pole Circuit Breaker GHB1020,WESTINGHOUSE,20 amps,120 volts,,,Model  GHB1020   Used   20 amps   GHB   1   Bolt-On   120 volts   Single-phase   Voltage: 277V Interrupting Capacity:  14kA at 277V  65kA at 120V,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-ghb1020-1
20 Amp 2 Pole Circuit Breaker,SIEMENS,20 amps,120/240 volts,,,Made In  MEXICO   Used   20 amps   LR   2   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-lr47590
20 Amp 1 Pole Circuit Breaker HED41B020,ITE,20 amps,120 volts,,,Model  HED41B020   Used   20 amps   HED4   1   Bolt-On   120 volts   Single-phase   Interrupting Capacity:  100kA at 120V 65kA at 277V,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-hed41b020
45 Amp 2 Pole Circuit Breaker HOM245,SQUARE D,45 amps,120/240 volts,,,Model  HOM245   Used   45 amps   HOM   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/45-amp-2-pole-circuit-breaker-hom245
5 Amp 1 Pole Circuit Breaker D2ALX20039 D-2A23ANCS0500LXZ-XXXXXBDVAX2-X,CBI ELECTRIC,5 amps,,,,Model  D2ALX20039   LESOTHO   Used   5 amps   1   Plug-In   Voltage: 80VDC  Interrupting Capacity: 1 0kA,https://www.lenmark.com//collections/breakers/products/5-amp-1-pole-circuit-breaker-d2alx20039-d-2a23ancs0500lxz-xxxxxbdvax2-x
40 Amp 2 Pole Circuit Breaker THQP240,GENERAL ELECTRIC,40 amps,120/240 volts,,,Model  THQP240   SINGAPORE   Used   40 amps   THQP   2   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/40-amp-2-pole-circuit-breaker-thqp240
20 Amp 2 Pole Circuit Breaker BQ220,ITE,20 amps,120/240 volts,,,Model  BQ220   Used   20 amps   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-bq2b020-5
20 Amp 1 Pole Circuit Breaker EH120,SQUARE D,20 amps,120 volts,,,Model  EH120   UNITED STATES   Used   20 amps   EHB   1   Plug-In   120 volts   Single-phase   Voltage: 277V Interrupting Capacity:  14kA at 277V  65kA at 120V,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-ehb14020
20 Amp 2 Pole Circuit Breaker HOM220,SQUARE D,20 amps,120/240 volts,,,Model  HOM220   Used   20 amps   HOM   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-hom220-1
20 Amp 2 Pole Circuit Breaker MP220,MURRAY,20 amps,120/240 volts,,,Model  MP220   MEXICO   Used   20 amps   MP-T   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-mp220
20 Amp 1 Pole Circuit Breaker DDA130057 D-DA3CA1-ND1ZXBL-CS2000X-1,CBI ELECTRIC,20 amps,,,,Model  DDA130057   LESOTHO   Used   20 amps   1   Plug-In   Voltage: 80VDC Interrupting Capacity: 1 0kA,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-dda130057-d-da3ca1-nd1zxbl-cs2000x-1
20 Amp 1 Pole Circuit Breaker Q120,SYLVANIA,20 amps,120/240 volts,,,Model  Q120   Used   20 amps   q   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-q120-6
20 Amp 1 Pole Circuit Breaker T120,ZINSCO,20 amps,120/240 volts,,,Model  T120   Used   20 amps   T   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-type-t-t120
25 Amp 1 Pole Circuit Breaker LMLC1-1RLS4-24314-36,AIRPAX,25 amps,,,,Model  LMLC1-1RLS4-24314-36   MEXICO   Used   25 amps   1   Plug-In   Voltage: 80VDC Interrupting Capacity: 1 0kA,https://www.lenmark.com//collections/breakers/products/25-amp-1-pole-circuit-breaker-lmlc1-1rls4-24314-36
15 Amp 2 Pole Circuit Breaker THQB215,GENERAL ELECTRIC,15 amps,120/240 volts,,,Model  THQB215   UNITED STATES   Used   15 amps   THQB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-thqb2115-4
20 Amp 2 Pole Circuit Breaker HOM220,SQUARE D,20 amps,120/240 volts,,,Model  HOM220   Used   20 amps   HOM   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-hom220
15 Amp 2 Pole Circuit Breaker C215,CHALLENGER,15 amps,120/240 volts,,,Model  C215   Used   15 amps   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-c215
20 Amp 2 Pole Circuit Breaker THQB220,GENERAL ELECTRIC,20 amps,120/240 volts,,,Model  THQB220   BRAZIL   Used   20 amps   THQB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-thqb2120-2
40 Amp 2 Pole Circuit Breaker HOM240,SQUARE D,40 amps,120/240 volts,,,Model  HOM240   Used   40 amps   HOM   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/40-amp-2-pole-circuit-breaker-hom240
15 Amp 2 Pole Circuit Breaker MP215,MURRAY,15 amps,120/240 volts,,,Model  MP215   MEXICO   Used   15 amps   MP   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-mp215
20 Amp 2 Pole Circuit Breaker THQB220,GENERAL ELECTRIC,20 amps,120/240 volts,,,Model  THQB220   Used   20 amps   THQB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-thqb2120
60 Amp 2 Pole Circuit Breaker QO260,SQUARE D,60 amps,120/240 volts,,,Model  QO260   MEXICO   Used   60 amps   QO   2   Plug-In   120/240 volts   Single-phase  Interrupting Rating: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/60-amp-2-pole-circuit-breaker-qo260-1
50 Amp 2 Pole Circuit Breaker THQL250,GENERAL ELECTRIC,50 amps,120/240 volts,,,Model  THQL250   UNITED STATES   Used   50 amps   THQL   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/50-amp-2-pole-circuit-breaker-thql2150
30 Amp 2 Pole Circuit Breaker HOM230,SQUARE D,30 amps,120/240 volts,,,Model  HOM230   Used   30 amps   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-hom230-1
80 Amp 1 Pole Circuit Breaker LELK1-1RS4-30452-80,AIRPAX,80 amps,,,,Model  LELK1-1RS4-30452-80   MEXICO   Used   80 amps   1   Plug-In   Voltage: 80VDC Interrupting Capacity: 50kA,https://www.lenmark.com//collections/breakers/products/80-amp-1-pole-circuit-breaker-lelk1-1rs4-30452-80
50 Amp 1 Pole Circuit Breaker MP150,MURRAY,50 amps,120/240 volts,,,Model  MP150   UNITED STATES   Used   50 amps   MP   1   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/50-amp-1-pole-circuit-breaker-mp150-2
20 Amp 1 Pole Circuit Breaker Q120,ZINSCO,20 amps,120/240 volts,,,Model  Q120   Used   20 amps   Q   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-q120-5
20 Amp 2 Pole Circuit Breaker THQB220,GENERAL ELECTRIC,20 amps,120/240 volts,,,Model  THQB220   UNITED STATES   Used   20 amps   THQB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-thqb2120-1
30 Amp 2 Pole Circuit Breaker THQL230,GENERAL ELECTRIC,30 amps,120/240 volts,,,Model  THQL230   UNITED STATES   Used   30 amps   THQL   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-thql2130-1
50 Amp 2 Pole Circuit Breaker BL250,SIEMENS,50 amps,120/240 volts,,,Model  BL250   MEXICO   Used   50 amps   BL   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/50-amp-2-pole-circuit-breaker-b250-2
40 Amp 2 Pole Circuit Breaker MP240,MURRAY,40 amps,120/240 volts,,,Model  MP240   MEXICO   Used   40 amps   MP-T   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/40-amp-2-pole-circuit-breaker-mp240-2
40 Amp 2 Pole Circuit Breaker QO240,SQUARE D,40 amps,120/240 volts,,,Model  QO240   UNITED STATES   Used   40 amps   QO   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/40-amp-2-pole-circuit-breaker-qo240
40 Amp 2 Pole Circuit Breaker MP240,CROUSE-HINDS,40 amps,120/240 volts,,,Model  MP240   UNITED STATES   Used   40 amps   MP   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/40-amp-2-pole-circuit-breaker-mp240
40 Amp 2 Pole Circuit Breaker MP240,MURRAY,40 amps,120/240 volts,,,Model  MP240   Used   40 amps   MP-T   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/40-amp-2-pole-circuit-breaker-mp240-1
30 Amp 2 Pole Circuit Breaker QO230,SQUARE D,30 amps,120/240 volts,,,Model  QO230   UNITED STATES   Used   30 amps   QO   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-qo230-2
30 Amp 2 Pole Circuit Breaker THQB230,GENERAL ELECTRIC,30 amps,120/240 volts,,,Model  THQB230   UNITED STATES   Used   30 amps   THQB   3   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-thqb2130-6
30 Amp 1 Pole Circuit Breaker CH130,CUTLER-HAMMER,30 amps,120/240 volts,,,Model  CH130   UNITED STATES   Used   30 amps   CH   1   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker-ch130-1
15 Amp 2 Pole Circuit Breaker BR215,EATON,15 amps,120/240 volts,,,Model  BR215   DOMINICAN REPUBLIC   Used   15 amps   BR   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-br215-2
15 Amp 2 Pole Circuit Breaker QT215,ITE,15 amps,120/240 volts,,,Model  QT215   Used   15 amps   QT   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-q1515
15 Amp 2 Pole Circuit Breaker THQB215,GENERAL ELECTRIC,15 amps,120/240 volts,,,Model  THQB215   UNITED STATES   Used   15 amps   THQB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-thqb2115-3
15 Amp 2 Pole Circuit Breaker QO215,SQUARE D,15 amps,120/240 volts,,,Model  QO215   MEXICO   Used   15 amps   QO   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-qo215-2
20 Amp 1 Pole Circuit Breaker Q120,CHALLENGER,20 amps,120/240 volts,,,Model  Q120   Used   20 amps   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-q120-3
20 Amp 1 Pole Circuit Breaker Q120,CHALLENGER,20 amps,120/240 volts,,,Model  Q120   Used   20 amps   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-q120-2
15 Amp 2 Pole Circuit Breaker THQB215,GENERAL ELECTRIC,15 amps,120/240 volts,,,Model  THQB215   Used   15 amps   THQB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-thqb2115-2
15 Amp 2 Pole Circuit Breaker,Lenmark Industries,15 amps,120/240 volts,,,Condition  Used   15 amps   2   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/15-amp-2-pole-circuit-breaker-3
20 Amp 1 Pole Circuit Breaker Q120,ZINSCO,20 amps,120/240 volts,,,Model  Q120   Used   20 amps   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-q120-4
15 Amp 2-1 Pole Tandem Circuit Breaker A1515,CHALLENGER,15 amps,120/240 volts,,,Model  A1515   Used   15 amps   A   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/15-amp-2-1-pole-tandem-circuit-breaker-a1515
50 Amp 1 Pole Circuit Breaker MP150,CROUSE-HINDS,50 amps,120/240 volts,,,Model  MP150   Used   50 amps   MP   1   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/50-amp-1-pole-circuit-breaker-mp150-1
30 Amp 1 Pole Circuit Breaker HOM130,SQUARE D,30 amps,120/240 volts,,,Model  HOM130   Used   30 amps   HOM   1   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker-hom130
30 Amp 2 Pole Circuit Breaker QO230,SQUARE D,30 amps,120/240 volts,,,Model  QO230   UNITED STATES   Used   30 amps   QO   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-qo230-1
50 Amp 2 Pole Circuit Breaker CHQ250,CLASSIFIED PRODUCTS,50 amps,120/240 volts,,,Model  CHQ250   Used   50 amps   CHQ   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/50-amp-2-pole-circuit-breaker-chq250
30 Amp 1 Pole Circuit Breaker CH130,CUTLER-HAMMER,30 amps,120/240 volts,,,Model  CH130   Used   30 amps   CH   1   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker-ch130
30 Amp 2 Pole Circuit Breaker QP230,SIEMENS,30 amps,120/240 volts,,,Model  QP230   MEXICO   Used   30 amps   QP   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-q230-1
30 Amp 1 Pole Circuit Breaker BQ130,SIEMENS,30 amps,120/240 volts,,,Model  BQ1B030   MEXICO   Used   30 amps   BQ   1   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker-bq1b030
70 Amp 2 Pole Circuit Breaker QOB270,SQUARE D,70 amps,120/240 volts,,,Model  QOB270   UNITED STATES   Used   70 amps   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/70-amp-2-pole-circuit-breaker-qob270
10 Amp 2 Pole Circuit Breaker SA32C,FUJI ELECTRIC,10 amps,230 volts,,,Model  SA32C   JAPAN   Used   10 amps   2   Bolt-On   230 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/10-amp-2-pole-circuit-breaker-sa32c
30 Amp 2 Pole Circuit Breaker THQB230,GENERAL ELECTRIC,30 amps,120/240 volts,,,Model  THQB230   DOMINICAN REPUBLIC   Used   30 amps   THQB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-thqb2130-4
30 Amp 2 Pole Circuit Breaker CHQ230,EATON,30 amps,120/240 volts,,,Model  CHQ230   Used   30 amps   CHQ   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-chq230
30 Amp 2 Pole Circuit Breaker THQL230,GENERAL ELECTRIC,30 amps,120/240 volts,,,Model  THQL230   UNITED STATES   Used   30 amps   THQL   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-thql2130
30 Amp 2 Pole Circuit Breaker THQB230,GENERAL ELECTRIC,30 amps,120/240 volts,,,Model  THQB230   BRAZIL   Used   30 amps   THQB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-thqb2130-3
30 Amp 2 Pole Circuit Breaker QO230,SQUARE D,30 amps,120/240 volts,,,Model  QO230   UNITED STATES   Used   30 amps   QO   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-qo230
30 Amp 2 Pole Circuit Breaker THQB230,GENERAL ELECTRIC,30 amps,120/240 volts,,,Model  THQB230   Used   30 amps   THQB   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-thqb2130-2
30 Amp 2 Pole Circuit Breaker THQB230,GENERAL ELECTRIC,30 amps,120/240 volts,,,Model  THQB230   Used   30 amps   THQB   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/30-amp-2-pole-circuit-breaker-thqb2130-1
20 Amp 2 Pole Circuit Breaker EQ220,ITE,20 amps,120/240 volts,,,Model  EQ220   Used   20 amps   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-bq2b020-4
30 Amp 1 Pole Circuit Breaker,WESTINGHOUSE,30 amps,120/240 volts,,,Condition  Used   30 amps   1   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/30-amp-1-pole-circuit-breaker
15 Amp 3 Pole Circuit Breaker HFB3015,WESTINGHOUSE,15 amps,600 volts,,,Model  HFB3015   UNITED STATES   Used   15 amps   HFB   3   Bolt-On   600 volts   3-phase   Interrupting Capacity:  65kA at 240V 25kA at 480V 18kA at 600V,https://www.lenmark.com//collections/breakers/products/15-amp-3-pole-circuit-breaker-hfb3015
20 Amp 2 Pole Circuit Breaker EQB220,ITE,20 amps,120/240 volts,,,Model  EQB220   Used   20 amps   2   Bolt-On   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-bq2b020-3
20 Amp 2 Pole Circuit Breaker EQB220,ITE,20 amps,120/240 volts,,,Model  EQB220   UNITED STATES   Used   20 amps   EQ-B   2   Bolt-On   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-bq2b020-2
20 Amp 1 Pole Circuit Breaker R120,GENERAL ELECTRIC,20 amps,120/240 volts,,,Model  R120   Used   20 amps   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-r120-type-r
20 Amp 1 Pole Circuit Breaker EHB1020,WESTINGHOUSE,20 amps,,,,Model  EHB1020   UNITED STATES   Used   20 amps   EHB   1   Bolt-On   Single-phase   Voltage: 277V Interrupting Capacity: 14kA at 277V,https://www.lenmark.com//collections/breakers/products/20-amp-1-pole-circuit-breaker-ehb1020
50 Amp 1 Pole Circuit Breaker MP150,MURRAY,50 amps,120/240 volts,,,Model  MP150   Used   50 amps   MP   1   Plug-In   120/240 volts   Single-phase,https://www.lenmark.com//collections/breakers/products/50-amp-1-pole-circuit-breaker-mp150
20 Amp 2 Pole Circuit Breaker THQP220,GENERAL ELECTRIC,20 amps,120/240 volts,,,Model  THQP220   UNITED STATES   Used   20 amps   THQP   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-thqp220
20 Amp 2 Pole Circuit Breaker QO220,SQUARE D,20 amps,120/240 volts,,,Model  QO220   MEXICO   Used   20 amps   QO   2   Plug-In   120/240 volts   Single-phase  Interrupting Capacity: 10kA at 120/240V,https://www.lenmark.com//collections/breakers/products/20-amp-2-pole-circuit-breaker-qo220-4
