Title,Manufacturer,Amps,Voltage,Max. Voltage,Bus Ratings,Electrical,Description,Link
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   2   20 hp   600   MCC Bucket Specifications:  HP Rating: 20HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 40a 375mag   Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A040, 40A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-3
Full Voltage Non-Reversing MCC Bucket Size 3,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Very Good   3   40 hp   600   MCC Bucket Specifications:  HP Rating: 40HP  Electrical: 600V, 60hz, 3-Ph  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 50a 600mag   Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40HP32A, 50HP, 90A, 600VAC SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-25
Circuit Breaker CFD63A250 250A 600V 3-Pole,SIEMENS,,,,,,Model  CFD63A250   Very Good,https://www.lenmark.com//collections/mcc/products/circuit-breaker-cfd63a250-250a-600v-3-pole
Dual 100A/60A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 15/30a","Condition  Very Good   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 15/30a  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 15a / CED6 30a   Components  SIEMENS Circuit Breaker CED63A100, 100A, 600V, 3-Pole SIEMENS Circuit Breaker CED63B060, 60A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-100a-60a-circuit-breaker-mcc-bucket
"Low Voltage PDC, 3 Motor Controllers, 2 Panelboards, 2-30kVA Transformers",ALLEN-BRADLEY,,,600,,,"S/N:  2100-R5052737/01   CANADA   Used   600   Voltage: 600 Phase: 3-phase  Enclosure: Type 1 Bus Rating Horizontal Power: 1200 Amp  Vertical Power: 300 Amp Left Side Includes:  (2) Motor controller sections (1 section missing overload relay unit)  (1) 18 circuit breaker panelboard, max. sum breaker ratings per stab 200 amps  (1) Fuse disconnect, 100A 250V fuses  (1) 30 kVA transformer, primary 600V, secondary 208Y/120V  Right Side Includes:  (1) Motor controller section  (1) 42 circuit breaker panelboard, 225A 600V rating  (1) Fuse disconnect, 100A 250V fuses  (1) 30 kVA transformer, primary 600V, secondary 208Y/120V",https://www.lenmark.com//collections/mcc/products/low-voltage-pdc-3-motor-controllers-2-panelboards-2-30kva-transformers
Dual 80A Circuit Breaker MCC Bucket,SIEMENS,,,600,,"600V, 60hz, 3-Ph, 80a","Condition  Very Good   600   MCC Bucket Specifications:  Electrical: 600V, 60hz, 3-Ph, 80a  Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CED6 80a   Components  2 x SIEMENS Circuit Breaker CED63B080, 80A, 600V, 3-Pole",https://www.lenmark.com//collections/mcc/products/dual-80a-circuit-breaker-mcc-bucket
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   10 hp   600   MCC Bucket Specifications:  HP Rating: 10HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-131
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-136
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Phase","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Phase Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-137
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   7.5 hp   600   MCC Bucket Specifications:  HP Rating: 7.5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-130
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   7.5 hp   600   MCC Bucket Specifications:  HP Rating: 7.5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-129
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-102
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-126
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   7.5 hp   600   MCC Bucket Specifications:  HP Rating: 7.5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-122
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-127
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   7.5 hp   600   MCC Bucket Specifications:  HP Rating: 7.5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-118
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-103
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-98
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-99
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-97
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-94
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-96
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-95
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   10 hp   600   MCC Bucket Specifications:  HP Rating: 10HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-90
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   10 hp   600   MCC Bucket Specifications:  HP Rating: 10HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-91
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   7.5 hp   600   MCC Bucket Specifications:  HP Rating: 7.5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A030, 30A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-88
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   10 hp   600   MCC Bucket Specifications:  HP Rating: 10HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-93
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-85
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-84
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-78
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-76
Full Voltage Non-Reversing MCC Bucket Size 2,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   2   15 hp   600   MCC Bucket Specifications:  HP Rating: 15HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 30a 270mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40FP32A, 25HP, 45A, 600VAC SIEMENS Circuit Breaker CED63A050, 50A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Ground Fault Module 3UF7500-1AA00-0 SIEMENS Current Transformer 3UL2202-3A SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-79
Full Voltage Non-Reversing MCC Bucket Size 1,SIEMENS,,,600,,"600V, 60hz, 3-Ph","Condition  Used   1   7.5 hp   600   MCC Bucket Specifications:  HP Rating: 7.5HP Electrical: 600V, 60hz, 3-Ph Short Circuit Rating: 50K Amperes RMS Symmetrical, 600V Max. w/ CETI 25a 180mag  Components  2 x SIEMENS Sirius Contactor Relay 3RH1122-1AK60, 2NO+2NC, 10A, 110VAC SIEMENS Contact Block 3SB3400-0D SIEMENS Contactor 40DP32A, 10HP, 27A, 600VAC SIEMENS Circuit Breaker CED63A025, 25A, 600V, 3-Pole SIEMENS SIMOCODE Pro V PB Profibus DP Interface 3UF7010-1AU00-0 SIEMENS Current Measuring Module 3UF7102-1AA00-0",https://www.lenmark.com//collections/mcc/products/full-voltage-non-reversing-mcc-bucket-size-81
