Title,Manufacturer,kVA,Primary Voltage,Secondary Voltage,Phase,Oil vs Dry,Transformer Type,Enclosure,Description,Link
"3000 kVA Oil-Filled ONAN/ONAF Transformer, HV. 13800, LV. 2400Y/1385",FERRANTI-PACKARD,3000 kVA,13800 volts,2400Y/1385 volts,3-phase,Oil,Pad Mounted Transformer,,Year:  1987   0748501002   Used   3000 kVA   13800 volts   2400Y/1385 volts   3-phase   Pad Mounted Transformer   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/3000-kva-oil-filled-onan-onaf-transformer-hv-13800-lv-2400y-1386
1250 kVA Oil Filled Transformer Pri. 25000 V Sec. 415/240 V,JIANGSU ZHENGLAI,1250 kVA,25000 volts,,3-phase,Oil,Pad Mounted Transformer,,"Model  ZGSLB-1250/25/0.415   2018   JSZL2018   CHINA   Used   1250 kVA   25000 volts   3-phase   Pad Mounted Transformer   Isolation   Oil   Secondary Voltage: 415/240 V HV Rated Current: 28.87 A  LV Rated Current: 1734.83 A Cooling Class: ONAN  Temp. Rise: 65C Impedance: 6.6%  Oil: Sinopec #45 oil Oil Volume: 1540 L  Total Weight: 4830 kg Tank Withstand Vacuum Pressure: 40 kPa Positive // 50 kPa Negative  AC Low Voltage Distribution Cabinet  Rated Current: 2500 A Phase: 3-ph, 5-wires  Rated Voltage: 415 V Includes:  Susol 2500 Amp 3-Pole Power Circuit Breaker  (5) Susol 400 Amp 3-Pole Circuit Breaker",https://www.lenmark.com//collections/transformers-oil/products/1250-kva-oil-filled-transformer-pri-25000-v-sec-415-240-v
"520kVA Step-Down Transformer 71112C7-30520, 13,800V Pri., 480Y/277V Sec.",SOUTHWEST ELECTRIC,520 kVA,13800 volts,480Y/277 volts,3-phase,Oil,,,"Model  71112C7-30520   2017   1611103825   Used   520 kVA   13800 volts   480Y/277 volts   3-phase   Isolation   Oil   Winding: HV  Voltage: 13,800V / 21.7A  Capacity: 520kVA  kVBIL: 95kV  Connection: Delta  Winding: LV   Voltage: 480Y/277V / 625.5A  Capacity: 520kVA  kVBIL: 30kV  Connection: Wye  Type of Transformer: Step-Down Class: ONAN  Insulating Liquid: Mineral Oil, 285 Gal.",https://www.lenmark.com//collections/transformers-oil/products/520kva-step-down-transformer-71112c7-30520-13-800v-pri-480y-277v-sec
"2000 kVA Oil-Filled ONAN Transformer, HV. 13800, LV. 600Y/347",FERRANTI-PACKARD,2000 kVA,13800 volts,600Y/347 volts,3-phase,Oil,Pad Mounted Transformer,,Year:  1987   0748601006   Used   2000 kVA   13800 volts   600Y/347 volts   3-phase   Pad Mounted Transformer   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/2000-kva-oil-filled-onan-transformer-hv-13800-lv-600y-352
"2000 kVA Oil-Filled ONAN Transformer, HV. 13800, LV. 600Y/347",FERRANTI-PACKARD,2000 kVA,13800 volts,600Y/347 volts,3-phase,Oil,Pad Mounted Transformer,,Year:  1987   0748601005   Used   2000 kVA   13800 volts   600Y/347 volts   3-phase   Pad Mounted Transformer   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/2000-kva-oil-filled-onan-transformer-hv-13800-lv-600y-351
"3000 kVA Oil-Filled ONAN/ONAF Transformer, HV. 13800, LV. 2400Y/1385",FERRANTI-PACKARD,3000 kVA,13800 volts,2400Y/1385 volts,3-phase,Oil,Pad Mounted Transformer,,Year:  1987   0748501004   CANADA   Used   3000 kVA   13800 volts   2400Y/1385 volts   3-phase   Pad Mounted Transformer   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/3000-kva-oil-filled-onan-onaf-transformer-hv-13800-lv-2400y-1385
"2000 kVA Oil-Filled ONAN Transformer, HV. 13800, LV. 600Y/347",FERRANTI-PACKARD,2000 kVA,13800 volts,600Y/347 volts,3-phase,Oil,Pad Mounted Transformer,,Year:  1987   0748601007   Used   2000 kVA   13800 volts   600Y/347 volts   3-phase   Pad Mounted Transformer   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/2000-kva-oil-filled-onan-transformer-hv-13800-lv-600y-353
"2000 kVA Oil-Filled ONAN Transformer, HV. 13800, LV. 600Y/347",FERRANTI-PACKARD,2000 kVA,13800 volts,600Y/347 volts,3-phase,Oil,Pad Mounted Transformer,,Year:  1987   0748601003   Used   2000 kVA   13800 volts   600Y/347 volts   3-phase   Pad Mounted Transformer   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/2000-kva-oil-filled-onan-transformer-hv-13800-lv-600y-348
"2000 kVA Oil-Filled ONAN Transformer, HV. 13800, LV. 600Y/347",FERRANTI-PACKARD,2000 kVA,13800 volts,600Y/347 volts,3-phase,Oil,Pad Mounted Transformer,,Year:  1987   0748601002   Used   2000 kVA   13800 volts   600Y/347 volts   3-phase   Pad Mounted Transformer   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/2000-kva-oil-filled-onan-transformer-hv-13800-lv-600y-349
"750 kVA Oil-Filled ONAN Transformer, HV. 12470 Delta, LV. 208Y/120 w/ Switchgear",FEDERAL PIONEER,750 kVA,12470 volts,208Y/120 volts,3-phase,Oil,Pad Mounted Transformer,,Year:  1979   S7420-01   Used   750 kVA   12470 volts   208Y/120 volts   3-phase   Pad Mounted Transformer   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/750-kva-oil-filled-onan-transformer-hv-12470-delta-lv-208y-120-w-switchgear
"167 kVA Polemount Distribution Transformer, Pri. 24940GY/14400 V, Sec. 347 V",COOPER,167 kVA,24940GY/14400 volts,347 volts,Single-phase,Oil,,,Year:  2015   CP1511003857   MEXICO   Used   167 kVA   24940GY/14400 volts   347 volts   Single-phase   Isolation   Oil   Cooling Method: ONAN  Mounting: Pole Mount  % IZ @ 85 o C: 2.4  Temp. Rise: 65 o C rise  BIL: 125 kV  Volume of Oil: 202 L,https://www.lenmark.com//collections/transformers-oil/products/167-kva-polemount-distribution-transformer-pri-24940gy-14400-v-sec-347-v
"2000 kVA Oil-Filled ONAN Transformer, HV. 13800, LV. 600Y/347",FERRANTI-PACKARD,2000 kVA,13800 volts,600Y/347 volts,3-phase,Oil,Pad Mounted Transformer,,Year:  1987   0748401001   Used   2000 kVA   13800 volts   600Y/347 volts   3-phase   Pad Mounted Transformer   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/2000-kva-oil-filled-onan-transformer-hv-13800-lv-600y-347
"50 kVA Pole Mount 13800 Pri. Volts, 347/600Y 170131-7",ELECTRIC SUPPLY CO.,50 kVA,13800 volts,347 volts,Single-phase,Oil,,,Model  170131-7   Surplus New   50 kVA   13800 volts   347 volts   Single-phase   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/50-kva-pole-mount-13800-pri-volts-347-600y-170131-7
"750 kVA Oil-Filled ONAN Transformer, HV. 12470 Delta, LV. 208Y/120",FEDERAL PIONEER,750 kVA,12470 volts,208Y/120 volts,3-phase,Oil,Distribution Transformer,,Year:  1979   S7420-01   Used   750 kVA   12470 volts   208Y/120 volts   3-phase   Distribution Transformer   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/750-kva-oil-filled-onan-transformer-hv-12470-delta-lv-208y-120
"520kVA FACT-III Full-Amp Capacity Transformer 71102C2-30520, 1400-4850HV, 480LV",SOUTHWEST ELECTRIC,520 kVA,480 volts,,3-phase,Oil,,,"Model  71102C2-30520   2016   1611103822   Used   520 kVA   480 volts   3-phase   Isolation   Oil   Winding: HV  Voltage: 1400-4850V / 2.4-62A  Capacity: 520kVA  kVBIL: 60kV  Connection: Delta or Wye  Winding: LV   Voltage: 480V / 625.5A  Capacity: 520kVA  kVBIL: 30kV  Connection: Delta  Type of Transformer: VSD Class: ONAN  Insulating Liquid: Mineral Oil, 313 Gal.",https://www.lenmark.com//collections/transformers-oil/products/520kva-fact-iii-full-amp-capacity-transformer-71102c2-30520-1400-4850hv-480lv
"2000 kVA Oil-Filled ONAN Transformer, HV. 13800, LV. 600Y/347",FERRANTI-PACKARD,2000 kVA,13800 volts,600Y/347 volts,3-phase,Oil,Pad Mounted Transformer,,Year:  1987   0748601004   Used   2000 kVA   13800 volts   600Y/347 volts   3-phase   Pad Mounted Transformer   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/2000-kva-oil-filled-onan-transformer-hv-13800-lv-600y-350
"50 kVA Pole Mount 13800 Pri. Volts, 347 Sec. Volts 170124-12",ELECTRIC SUPPLY CO.,50 kVA,13800 volts,347 volts,Single-phase,Oil,,,Model  170124-12   I777GL   UNITED STATES   Surplus New   50 kVA   13800 volts   347 volts   Single-phase   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/50-kva-pole-mount-170124-12
150 kVA Transformer,REDA,150 kVA,1300 volts,440/480 volts,3-phase,Oil,,,S/N:  81090639   Used   150 kVA   1300 volts   440/480 volts   3-phase   Isolation   Oil,https://www.lenmark.com//collections/transformers-oil/products/150-kva-transformer
